name,stage,amount_raised,current_investors,investment_sector,geography,date,website,Funding Announcment,ctvc_link
ClearFlame Engine Technologies,Series A,17000000,Breakthrough Energy Ventures; Mercuria; John Deere; Clean Energy Ventures,"Energy, Power & Storage","Geneva, IL",01-Nov-21,clearflame.com,https://www.prnewswire.com/news-releases/clearflame-engine-technologies-secures-17-million-to-decarbonize-long-haul-trucking-and-other-diesel-driven-industries-301410438.html?ref=ctvc.co,https://www.ctvc.co//555b-marked-for-climate-in-bbb-funding/
Shiru,Series A,17000000,S2G Ventures; The W Fund; SALT; Veronorte; Lux Capital; CPT Capital; Y Combinator; Emles Venture Partners,"Food, Agriculture & Forestry","Emeryville, CA",01-Nov-21,shiruporuto.jp,https://www.fooddive.com/news/shiru-food-tech-plant-based-ingredients-17m-funding/608922/?ref=ctvc.co,https://www.ctvc.co//555b-marked-for-climate-in-bbb-funding/
Resilient Power,Seed,5000000,Energy Transition Ventures; Amazon’s Climate Pledge Fund; GS Futures; GS Group,"Energy, Power & Storage","Atlanta, GA",01-Nov-21,resilientpowerpr.org,,https://www.ctvc.co//555b-marked-for-climate-in-bbb-funding/
Sust Global,Seed,3200000,Hambro Perks; Vala Capital; Powerhouse Ventures; Thirdstream Partners; Angel Investors,General Catalyst,UK,01-Nov-21,sustglobal.com,https://www.sustglobal.com/insights/sust-global-3-2-million-seed-round?ref=ctvc.co,https://www.ctvc.co//555b-marked-for-climate-in-bbb-funding/
Xeal,Series A,11000000,ArcTern Ventures; Moderne Ventures; LPC Ventures; Harrison Street; Hunt Companies; Align Real Estate; Ramez Naam; Pasadena Angels,Transportation & Mobility,"Los Angeles, CA",01-Nov-21,xealenergy.com,https://techcrunch.com/2021/10/28/xeal-raises-11m-series-a-for-offline-connectivity-protocol-for-ev-charging/?ref=ctvc.co,https://www.ctvc.co//555b-marked-for-climate-in-bbb-funding/
River,Undisclosed,2000000,Maniv Mobility; TrucksVC,Transportation & Mobility,India,01-Nov-21,riverside.fm,https://techcrunch.com/2021/10/21/river/?ref=ctvc.co,https://www.ctvc.co//555b-marked-for-climate-in-bbb-funding/
CMC Machinery,Undisclosed,,Amazon’s Climate Pledge Fund,Other,Italy,01-Nov-21,,https://packagingeurope.com/cmc-secures-amazon-climate-pledge-investment/?ref=ctvc.co,https://www.ctvc.co//555b-marked-for-climate-in-bbb-funding/
Arc Electric Boats,Undisclosed,,Dreamers VC; Thirty Five Ventures; Combs Enterprises,Transportation & Mobility,"Los Angeles, California",01-Nov-21,,https://techcrunch.com/2021/10/29/will-smith-kevin-durant-and-sean-diddy-combs-invest-in-electric-boat-startup-arc/?ref=ctvc.co,https://www.ctvc.co//555b-marked-for-climate-in-bbb-funding/
Helion Energy,Series E,2200000000,Mithril Capital; Capricorn Investment Group; Sam Altman; Dustin Moskovitz,"Energy, Power & Storage","Everett, WA",08-Nov-21,helionenergy.com,https://techcrunch.com/2021/11/05/helion-series-e/?ref=ctvc.co,https://www.ctvc.co//methane-cuts-down-climate-capital/
Sunfire,Series D,125000000,Lightrock; Planet First Partners; Carbon Direct Capital Management; HydrogenOne Capital; others,"Energy, Power & Storage",Germany,08-Nov-21,sunfireinc.com,https://www.finsmes.com/2021/10/sunfire-secures-e109m-in-series-d-funding.html?ref=ctvc.co,https://www.ctvc.co//methane-cuts-down-climate-capital/
Infinium,Undisclosed,69000000,Amazon’s Climate Pledge Fund; NextEra Energy Resources; AP Ventures; 8090 Partners; Mitsubishi Heavy Industries; Pavilion Capital,"Energy, Power & Storage","Sacramento, CA",08-Nov-21,infiniumglobalresearch.com,https://www.businesswire.com/news/home/20211027005100/en/Electrofuels-Innovator-Infinium-Announces-69M-in-New-Funding-to-Accelerate-Production-of-Groundbreaking-Ultra-Low-Carbon-Fuels-for-the-Transportation-Industry?ref=ctvc.co,https://www.ctvc.co//methane-cuts-down-climate-capital/
Future Farm,Series C,58000000,BTG; XP; Rage Capital; Monashees; Go4It Capital; Turim MFO; Enfini Ventures,"Food, Agriculture & Forestry",Brazil,08-Nov-21,futurefarming.com,https://techcrunch.com/2021/11/03/brazil-future-farm-series-c-meat-replacement/?ref=ctvc.co,https://www.ctvc.co//methane-cuts-down-climate-capital/
Sofar Ocean Technologies,Series B,39000000,Union Square Ventures; Foundry Group,Industrial Processes & Management,"San Francisco, CA",08-Nov-21,,https://www.finsmes.com/2021/11/sofar-ocean-secures-39m-in-series-b-funding.html?ref=ctvc.co,https://www.ctvc.co//methane-cuts-down-climate-capital/
Loam Bio,Series A,30000000,Time Ventures; Main Sequence; Horizons Ventures; CEFC; Acre Venture Partners; Grok Ventures; Lowercarbon Capital; Thistledown Capital,"Waste, Plastic & Recycling",Australia,08-Nov-21,loambio.com,https://agfundernews.com/loam-bio-previously-soil-carbon-co-raises-30m.html?ref=ctvc.co,https://www.ctvc.co//methane-cuts-down-climate-capital/
TurtleTree,Series A,30000000,VERSO Capital,"Food, Agriculture & Forestry",Singapore,08-Nov-21,turtletree.com,https://www.forbes.com/sites/douglasyu/2021/10/29/turtletree-raises-30-million-in-series-a-to-expedite-full-commercialization-of-cell-based-milk/?sh=6de936691249&ref=ctvc.co,https://www.ctvc.co//methane-cuts-down-climate-capital/
REsurety,Series B,16000000,Launch Capital; Clean Energy Ventures; Hannon Armstrong,"Energy, Power & Storage","Boston, MA",08-Nov-21,resurety.com,https://www.businesswire.com/news/home/20211027005076/en/Capital-Infusion-to-Accelerate-REsurety%E2%80%99s-Information-and-Risk-Management-Toolkits-for-the-Clean-Energy-Industry?ref=ctvc.co,https://www.ctvc.co//methane-cuts-down-climate-capital/
Evrnu,Series B,15000000,FullCycle Climate Partners; Hansae; Bestseller; PDS Venture,Industrial Processes & Management,"Seattle, WA",08-Nov-21,evrnu.com,https://www.prnewswire.com/news-releases/evrnu-raises-15m-series-b-financing-to-scale-its-nucycl-fiber-regeneration-technologies-301413279.html?ref=ctvc.co,https://www.ctvc.co//methane-cuts-down-climate-capital/
Yotta Energy,Series A,13000000,WIND Ventures; Doral Energy-Tech Ventures; Riverstone Ventures; EDP Ventures; SWAN Impact Network,"Energy, Power & Storage","Austin, TX",08-Nov-21,yottaenergy.com,https://mercomindia.com/storage-provider-yotta-energy-series-a-funding/?ref=ctvc.co,https://www.ctvc.co//methane-cuts-down-climate-capital/
Daphne Technology,Undisclosed,11000000,Shell Ventures; Trafigura; AET; Saudi Aramco Energy Ventures,"Energy, Power & Storage",Switzerland,08-Nov-21,daphnetechnology.com,https://daphnetechnology.com/news/daphne-technology-secures-strategic-investments-from-shell-ventures-trafigura-aet-and-saudi-aramco-energy-ventures?ref=ctvc.co,https://www.ctvc.co//methane-cuts-down-climate-capital/
Plan A,Series A,10000000,HV Capital; Keen Venture Partners,General Catalyst,Germany,08-Nov-21,planable.io,https://siliconcanals.com/news/startups/softbank-greentech-plan-a-funding/?ref=ctvc.co,https://www.ctvc.co//methane-cuts-down-climate-capital/
Eco Stor,Series A,8500000,Agder Energi Ventures; Klaveness Marine Holdings; individual investors,"Energy, Power & Storage",Norway,08-Nov-21,ecostoria.ru,https://www.eco-stor.com/news-1/eco-stor-completes-funding-round-of-nok-72-million-and-starts-european-expansion?ref=ctvc.co,https://www.ctvc.co//methane-cuts-down-climate-capital/
Quativa,Series A,7000000,Blueprint Equity,"Energy, Power & Storage","Los Angeles, CA",08-Nov-21,quativa.com,https://fortune.com/2021/11/04/googles-unsurprisingly-surprising-1-billion-cme-deal/?ref=ctvc.co,https://www.ctvc.co//methane-cuts-down-climate-capital/
Opibus,Seed,5000000,At One Ventures; Factor[e] Ventures; Ambo Ventures,Transportation & Mobility,Kenya,08-Nov-21,opibusfinance.com.au,https://techcrunch.com/2021/11/02/ev-conversion-startup-opibus-raises-7-5m-to-start-bus-and-motorcycle-mass-production/?ref=ctvc.co,https://www.ctvc.co//methane-cuts-down-climate-capital/
Neutral Foods,Undisclosed,4000000,Breakthrough Energy Ventures; Mark Cuban Companies,"Food, Agriculture & Forestry","Portland, OR",08-Nov-21,,https://www.prnewswire.com/news-releases/neutral-foods-first-us-carbon-neutral-food-company-announces-4m-seed-financing-301404259.html?ref=ctvc.co,https://www.ctvc.co//methane-cuts-down-climate-capital/
Osmoses,Pre-Seed,3000000,The Engine; Fine Structure Ventures; FMR LLC; Orbia Ventures; Little Green Bamboo; angel investors,Industrial Processes & Management,"Cambridge, MA",08-Nov-21,osmose-solutions.com,https://www.businesswire.com/news/home/20211104005045/en/5082566/Osmoses-Raises-3-Million-in-Pre-Seed-Funding-to-Develop-Membrane-Technology-to-Separate-Smallest-and-Most-Valuable-Gas-Molecules-to-Eliminate-Energy-Waste-and-Reduce-CO2-Emissions?ref=ctvc.co,https://www.ctvc.co//methane-cuts-down-climate-capital/
Greenwork,Undisclosed,2400000,Climate Capital; Defy Partners; Global Founders Capital; GV; Kleiner Perkins Scout Fund; Tango.vc; UpHonest Capital; Wing Venture Capital; Y Combinator; angel investors,"Energy, Power & Storage","San Francisco, CA",08-Nov-21,greenworkstools.com,https://greenwork.medium.com/weve-raised-2-4m-to-build-the-industrial-workforce-1974c8a94dc8?ref=ctvc.co,https://www.ctvc.co//methane-cuts-down-climate-capital/
Waterplan,Seed,2600000,Giant Ventures; individual investors,Industrial Processes & Management,"Wilmington, DE",08-Nov-21,waterplan.com,https://techcrunch.com/2021/11/03/waterplan-tracks-water-risks-and-sustainable-solutions-for-climate-conscious-companies/?guccounter=1&ref=ctvc.co,https://www.ctvc.co//methane-cuts-down-climate-capital/
Sway,Undisclosed,2500000,Valor Siren Ventures; Conservation International Ventures; Alante Capital; BAM Ventures,"Waste, Plastic & Recycling","Berkeley, CA",08-Nov-21,swayam.gov.in,https://www.packaging-gateway.com/news/sway-valor-siren-funding/?ref=ctvc.co,https://www.ctvc.co//methane-cuts-down-climate-capital/
Ample,,30000000,The Blackstone Group; Banco Santander,Transportation & Mobility,"San Francisco, CA",15-Nov-21,amplesound.net,,https://www.ctvc.co//good-cop-bad-cop/
Novata,Series A,21000000,Ford Foundation; S&P Global; Hamilton Lane; Omidyar Network,Other,"New York, NY",15-Nov-21,novata.com,,https://www.ctvc.co//good-cop-bad-cop/
Microshare,,15000000,Avenue Sustainable Solutions Fund,Buildings,"Philadelphia, PA",15-Nov-21,microshare.io,,https://www.ctvc.co//good-cop-bad-cop/
TreeDots,Series A,11000000,Amasia; East Ventures; Active Fund; Seeds Capital; angel investors,"Food, Agriculture & Forestry",Singapore,15-Nov-21,thetreedots.com,,https://www.ctvc.co//good-cop-bad-cop/
Evergrow,Seed,7000000,XYZ Venture Capital; Congruent Ventures; First Round Capital; Garuda Ventures; MCJ Collective; Skyview Ventures,Other,"San Francisco, CA",15-Nov-21,evergrowfert.com,,https://www.ctvc.co//good-cop-bad-cop/
Jedlix B.V.,,5700000,Osaka Gas; Skagerak Energi; Mobilize,"Energy, Power & Storage",Netherlands,15-Nov-21,,,https://www.ctvc.co//good-cop-bad-cop/
Overstory,Seed+,3900000,CapitalT; Moxxie Ventures; Omidyar Technology Ventures; Toba Capital; Overwater Ventures; Climate Capital; Pale Blue Dot; MCJ Collective; Powerhouse; Futuristic.vc,Other,Netherlands,15-Nov-21,overstory.com,,https://www.ctvc.co//good-cop-bad-cop/
Abatable,Seed,3000000,Y-Combinator; Blue Bear Capital; Global Founders Capital; Keiki Capital; Alumni Ventures,Other,UK,15-Nov-21,abatable.com,,https://www.ctvc.co//good-cop-bad-cop/
BasiGo,pre-Seed,1000000,Climate Capital; Third Derivative,Transportation & Mobility,Kenya,15-Nov-21,basi-go.com,https://www.basi-go.com/about?ref=ctvc.co,https://www.ctvc.co//good-cop-bad-cop/
Rivian,IPO,70000000000,,Transportation & Mobility,,15-Nov-21,rivian.com,https://www.nytimes.com/2021/11/09/automobiles/rivian-ipo.html?ref=ctvc.co,https://www.ctvc.co//good-cop-bad-cop/
FirstElement Fuel,Series D,105000000,Air Water; MUFG Bank; Nikkiso; Japan Infrastructure Initiate,"Energy, Power & Storage","Newport Beach, CA",22-Nov-21,,https://energyindustryreview.com/power/firstelement-fuel-largest-hydrogen-fueling-network-in-the-world-receives-105mln-in-funding/?ref=ctvc.co,https://www.ctvc.co//climate-obstructionism-and-misinformation/
Gradiant,Series C,100000000,Warburg Pincus; Schlumberger New Energy,"Waste, Plastic & Recycling","Boston, MA",22-Nov-21,gradiant.com,https://www.businesswireindia.com/gradiant-raises-over-100-million-in-new-funding-for-cleantech-water-growth-76097.html?ref=ctvc.co,https://www.ctvc.co//climate-obstructionism-and-misinformation/
Monarch,Series B,61000000,Astanor Ventures; CNH Industrial; At One Ventures; Trimble Ventures,"Food, Agriculture & Forestry","San Francisco, CA",22-Nov-21,monarchmoney.com,https://techcrunch.com/2021/11/17/autonomous-tractor-maker-monarch-raises-61-million/?tpcc=nltermsheet&ref=ctvc.co,https://www.ctvc.co//climate-obstructionism-and-misinformation/
Zoomo,Series B,60000000,Grok Ventures; Skip Capital; ArcTern Ventures; AirTree Ventures; Clean Energy Finance Corporation; Contrarian Ventures; Maniv Mobility,Transportation & Mobility,Australia,22-Nov-21,ridezoomo.com,https://techcrunch.com/2021/11/15/e-bike-subscription-service-zoomo-raises-60m-series-b-to-disrupt-last-mile-delivery/?ref=ctvc.co,https://www.ctvc.co//climate-obstructionism-and-misinformation/
Kettle,Series A,25000000,Acrew Capital; Homebrew; True Ventures; Anthemis; Valor; DCVC; Lowercarbon Capital,Other,"Kensington, CA",22-Nov-21,kettleandfire.com,https://techcrunch.com/2021/11/19/kettle-books-25m-for-its-reinsurance-platform-against-fire-and-other-catastrophes/?ref=ctvc.co,https://www.ctvc.co//climate-obstructionism-and-misinformation/
Mitra Chem,Series A,20000000,Chamath Palihapitiya’s Social Capital Holdings Inc; Earthshot Ventures,"Energy, Power & Storage","Houston, TX",22-Nov-21,mitrachem.com,https://www.wsj.com/articles/chamath-palihapitiyas-social-capital-leads-20-million-funding-round-for-battery-startup-11636974000?ref=ctvc.co,https://www.ctvc.co//climate-obstructionism-and-misinformation/
Klir,Series A,16000000,Insight Partners; Bowery Capital; Spider Capital; SaaS Ventures,"Waste, Plastic & Recycling","Reno, NV",22-Nov-21,kli.re.kr,https://betakit.com/klir-raises-20-1-million-cad-to-help-cities-utilities-better-manage-water/?ref=ctvc.co,https://www.ctvc.co//climate-obstructionism-and-misinformation/
Sepion,,16000000,Solvay Ventures; Fine Structure Ventures,"Energy, Power & Storage","Emeryville, CA",22-Nov-21,sepiontechnologies.com,https://www.privateequitywire.co.uk/2021/11/19/309478/solvay-invests-li-metal-battery-company-sepion-through-vc-fund?ref=ctvc.co,https://www.ctvc.co//climate-obstructionism-and-misinformation/
Hydrosat,Seed,10000000,OTB Ventures; Freeflow Ventures; Cultivation Capital; Santa Barbara Venture Partners; Expon Capital,General Catalyst,"Washington, DC",22-Nov-21,hydrosat.com,https://techcrunch.com/2021/11/16/hydrosat-closes-another-10m-in-funding-for-ground-temperature-analytics-product/?ref=ctvc.co,https://www.ctvc.co//climate-obstructionism-and-misinformation/
Mangrove Lithium,Series A,10000000,Breakthrough Energy Ventures; BDC Capital,"Energy, Power & Storage",Canada,22-Nov-21,mangrovelithium.com,https://www.businesswire.com/news/home/20211117005128/en/Mangrove-Lithium-Closes-USD-10M-Series-A-Led-By-Breakthrough-Energy-Ventures?ref=ctvc.co,https://www.ctvc.co//climate-obstructionism-and-misinformation/
Noissue,Series A,10000000,Felix Capital,Other,New Zealand,22-Nov-21,noissue.co,https://techcrunch.com/2021/11/17/noissue-raises-10m-series-a-to-expand-its-global-sustainable-packaging-platform/?ref=ctvc.co,https://www.ctvc.co//climate-obstructionism-and-misinformation/
Hai,Seed,6000000,Trousdale Venture; Dreamers VC; A-Rod Corp; The Najafi Companies; Amity Supply; Animal Capital,Buildings,"Los Angeles, CA",22-Nov-21,haikudeck.com,https://www.prnewswire.com/news-releases/hai-closes-6-million-seed-financing-to-launch-a-smarter-way-to-shower-for-you-and-the-planet-301428548.html?ref=ctvc.co,https://www.ctvc.co//climate-obstructionism-and-misinformation/
Brimstone Energy,Seed,5100000,DCVC; Breakthrough Energy Ventures,"Energy, Power & Storage","Oakland, CA",22-Nov-21,brimstoneenergy.co.uk,https://www.businesswire.com/news/home/20211116005372/en/Brimstone-Energy-Announces-Financing-to-Accelerate-Development-of-the-First-Ever-Zero-Carbon-Portland-Cement?ref=ctvc.co,https://www.ctvc.co//climate-obstructionism-and-misinformation/
DiviGas,,3600000,Mann + Hummel,"Energy, Power & Storage",Singapore,22-Nov-21,,https://techcrunch.com/2021/11/17/with-new-tech-and-3-6m-seed-divigas-aims-to-clean-up-hydrogen-production/?ref=ctvc.co,https://www.ctvc.co//climate-obstructionism-and-misinformation/
AKUA,Seed,3200000,Vibrant Ventures; Pegasus Sustainable Finance; Halogen Ventures; Fifth Down Capital; SOA’s Seabird Ventures; Alumni Ventures Group,"Food, Agriculture & Forestry","New York City, NY",22-Nov-21,akuamindbody.com,https://techcrunch.com/2021/11/05/akua-lands-3-2m-to-turn-kelp-into-burgers/?ref=ctvc.co,https://www.ctvc.co//climate-obstructionism-and-misinformation/
Moment Energy,Seed,2800000,Version One; Fika Ventures; Garage Capital; MCJ Collective,"Energy, Power & Storage",Canada,22-Nov-21,momentenergy.com,https://www.venturecapitaljournal.com/version-one-leads-c3-5m-seed-funding-of-moment-energy/?ref=ctvc.co,https://www.ctvc.co//climate-obstructionism-and-misinformation/
Commonwealth Fusion Systems,Series B,1800000000,Bill Gates; George Soros,"Energy, Power & Storage","Cambridge, MA",06-Dec-21,cfs.energy,https://www.wsj.com/articles/nuclear-fusion-startup-lands-1-8-billion-as-investors-chase-star-power-11638334801?ref=ctvc.co,https://www.ctvc.co//battery-cost-curves/
Ionity,,783000000,BlackRock; Daimler; Volkswagen; Hyundai; Ford; BMW,Transportation & Mobility,Germany,06-Dec-21,ionity.eu,https://techcrunch.com/2021/11/24/ionity-investment-blackrock-automakers-expand-fast-charging-network/?ref=ctvc.co,https://www.ctvc.co//battery-cost-curves/
Impossible Foods,,500000000,Mirae Asset Global Investments; existing investors,"Food, Agriculture & Forestry","Redwood City, CA",06-Dec-21,impossiblefoods.com,https://www.fooddive.com/news/impossible-foods-raises-500m-bringing-its-lifetime-funding-to-more-than/610497/?ref=ctvc.co,https://www.ctvc.co//battery-cost-curves/
Lancium,,150000000,Hanwha Solutions; Novawulf; SBI Holdings,"Energy, Power & Storage","Houston, TX",06-Dec-21,lancium.com,https://www.prnewswire.com/news-releases/lancium-closes-150m-in-financing-to-advance-ambitious-growth-strategy-301431182.html?ref=ctvc.co,https://www.ctvc.co//battery-cost-curves/
